Date,Close,High,Low,Open,Volume,SMA20,SMA50,EMA20,RSI,MACD,MACD_SIGNAL,Returns,Raw_Close
2015-03-16,0.011728777279197439,0.009614123185603979,0.009114003591935038,0.009304571586390448,0.1111317329029655,0.00456812171158108,0.0,0.004233681156870339,0.47482300799727456,0.5851490493326515,0.5981455010949291,0.4731202280068097,27.835180282592773
2015-03-17,0.010093253071783548,0.008365697805311156,0.01037576852195271,0.009850480459326322,0.07899939479523906,0.0048307662019096975,0.00023622145712620668,0.004231167737807351,0.4348543289405968,0.5808727050412811,0.5946673986025819,0.3913804275589635,27.63545227050781
2015-03-18,0.013563175857360471,0.010722064623527205,0.010004170657743006,0.009625694095046017,0.10495057494452291,0.005320826004824752,0.0006293625274084169,0.004570598345867705,0.507048937733048,0.5807735244317243,0.5918629060781482,0.47207810716107473,28.059194564819336
2015-03-19,0.012552622911327083,0.010902687153387713,0.013524006010168316,0.012351225641202335,0.0619245511398023,0.005679772137919065,0.0011094657464319202,0.004778186860857264,0.4810097669470445,0.5792793042934887,0.5892877091560116,0.4013374573940948,27.93578720092773
2015-03-20,0.013072089077725224,0.010958884994587609,0.014487671437661054,0.013230308074371838,0.14124672180754488,0.00616232723952978,0.0016128877962752197,0.0050171600717767995,0.49223064746737205,0.5783034878874255,0.587010994804239,0.42524669976059387,27.999223709106445
2015-03-23,0.013242537205266719,0.01197850538986342,0.01390782601466295,0.012945295193343809,0.08441396005648578,0.006795379880294883,0.0021050283593803676,0.0052501590054931935,0.4961094925851743,0.5773812546804825,0.5849849578920312,0.4197707367313667,28.020038604736328
2015-03-24,0.018181628200232697,0.016891950084286095,0.015961751861948037,0.013964886043349028,0.2817994754892072,0.0076060296128341864,0.002751732515666294,0.005947350254676964,0.5983573684860632,0.5814806731209825,0.5842738865826332,0.4942795781432049,28.623193740844727
2015-03-25,0.01390407211244346,0.01616536580642891,0.015516672060751191,0.01758956418578117,0.1765503328626185,0.008016043814376372,0.00334051752357456,0.006156905061185436,0.47907406288911686,0.579863516811513,0.5833461441791762,0.35167638348102204,28.1008243560791
2015-03-26,0.012540440235666667,0.010995026544001807,0.011968255454417154,0.012403411513980361,0.16352632640710107,0.008106717131717095,0.0038611127300199055,0.006212217043088802,0.4446181417395724,0.5768224442943685,0.581929064108201,0.39585976136540535,27.93429946899414
2015-03-27,0.010068887720462688,0.009742579313698402,0.011404750949851689,0.011271441232253127,0.10183578777486384,0.008000825836424197,0.004295671737268636,0.006018872228750194,0.3848210855250634,0.5715459161364069,0.5796244132550289,0.37836853453508856,27.632476806640625
2015-03-30,0.011525842016561455,0.00897585384452712,0.0113475869171972,0.010637235430326741,0.062440992535807954,0.007711501350801342,0.0047766166696991685,0.0059874164632635896,0.41999540302479516,0.5686717915742077,0.57714285613672,0.4401899198393442,27.81039810180664
2015-03-31,0.008912236379393729,0.00909225151359433,0.010481900350355955,0.009709966389378183,0.1033689731692556,0.007209352200087699,0.005149047961535258,0.005701578651275657,0.3574135486502061,0.5634709216779833,0.574003414009132,0.37595961805025724,27.49122810363769
2015-04-01,0.006797823686820026,0.007506633209205943,0.0069539166504484495,0.008461618371522622,0.11938672584224329,0.006608191531567692,0.0054819968036617095,0.00523474425611728,0.3104422256005815,0.5570265559648708,0.5700617026474672,0.3834319275929739,27.23301887512207
2015-04-02,0.0034780601881654882,0.0032916864324280537,0.004671330192434264,0.0054831963422098395,0.1551260843251967,0.005771902273813356,0.0056581109167402055,0.004485452734871498,0.24344824676666416,0.5484253465527837,0.564999521105508,0.36373456314599534,26.827613830566406
2015-04-06,0.004549479656056232,0.002304193572165769,0.002735838703153942,0.002043151802543136,0.09847084930401452,0.005168448078726878,0.005714093929890557,0.003913031580418225,0.2742525879397079,0.5428081507356807,0.5597031868388375,0.4345906836842394,26.95845413208008
2015-04-07,0.004918802154346841,0.004158775793598135,0.0059576046802315985,0.004511808781168886,0.0726487795037321,0.004558950814166823,0.005738591418668282,0.0034314961859553406,0.2851759138008067,0.5388612513140385,0.5545902087942925,0.4231034439236689,27.00355529785156
2015-04-08,0.006534006283511723,0.004696664092970759,0.006941645771051386,0.004917188735733324,0.07695783740165422,0.00432944974814467,0.005840622116508931,0.00315488039734213,0.3332555806486575,0.5375662376005698,0.5502124320883672,0.4432933213801753,27.200801849365234
2015-04-09,0.006201231812202362,0.0038416420423981468,0.0052879176880014644,0.006205726587007132,0.09301593705870488,0.004169569527381067,0.0060664883604268915,0.002871838619150774,0.32491962713187045,0.536333780469405,0.5464366992432542,0.4117492179795523,27.16016387939453
2015-04-10,0.006412288858612003,0.004034339640296231,0.006525185947637124,0.006350242140479689,0.06775065563849103,0.003906301717660321,0.006370478114342243,0.0026365372871916537,0.3317431037296384,0.5357310792268055,0.5432823592609152,0.4205076842136046,27.185937881469727
2015-04-13,0.006452850921035258,0.005407191712409165,0.007064170688828336,0.005338691410759044,0.08075045390357072,0.0038154190227631946,0.006668574254482806,0.0024276400018393984,0.33314170193466436,0.5354509806922614,0.5406967267642266,0.417758711389461,27.19089126586914
2015-04-14,0.0028571341998568645,0.0027176663750527463,0.002752181914688484,0.005146025229625345,0.15289086140810976,0.003359754096216,0.00668734724973144,0.001884545339071897,0.23696500669014692,0.5316376439902912,0.5377819508722548,0.3592085774548826,26.751787185668945
2015-04-15,0.0033684629636663854,0.0013608212474922055,0.0013760652644446147,0.0016899030710752494,0.151906394996974,0.0030143557338995486,0.006761765989594382,0.0014435276680929976,0.2561998106043168,0.5293793012469515,0.5349489503193946,0.4254738438064759,26.81422996520996
2015-04-16,0.004374970636627895,0.002179742731337725,0.0037158442819998083,0.0018464631650076113,0.09041759128505146,0.0025424315571081213,0.006847802512776113,0.0011436286856202071,0.29447628363230643,0.5288809955246935,0.5325719640138527,0.433539543639098,26.937143325805664
2015-04-17,0.0,0.0,0.0,0.0014289896176834516,0.16107322977607424,0.0018977043125930626,0.0069037006418185,0.000441461224710199,0.18595669855930458,0.5241595494422591,0.5296225740562249,0.34599773526805194,26.402877807617188
2015-04-20,0.004784855197341814,0.002408562090825933,0.0017762473555689995,0.0,0.11779705467016342,0.0014720557846244486,0.007027450979802646,0.00027736099711761497,0.3454340273250745,0.5257281704605572,0.5276111763133358,0.49644887856187736,26.98719787597656
2015-04-21,0.004131442073938729,0.003199347303959016,0.005394071596520694,0.005041632255721268,0.07995158361912448,0.0010040921327222896,0.007103552822494502,6.454375064582352e-05,0.32885121183981886,0.5265400872752231,0.5261822417248501,0.4065050505361087,26.90740394592285
2015-04-22,0.006672029751218528,0.004495976015466585,0.005030688576530967,0.0037370994259973978,0.09075650595118016,0.0004129366629908038,0.007271079709301659,0.00012218211912065624,0.4036795801437922,0.5300781981999341,0.5258242848183247,0.4584440680882674,27.2176570892334
2015-04-23,0.010032355312296348,0.008578449446173891,0.008607666505840605,0.006687408611215528,0.2778777486382893,0.00021407772157794325,0.007416718159704683,0.0005052430597871915,0.48998421707688317,0.5365661030863483,0.5269777393283248,0.4711589868639703,27.62801551818848
2015-04-24,0.016606970514676217,0.01802397284973281,0.01606792294178902,0.018585060498231137,0.33429897115190643,0.00042294266399220404,0.007716919879303341,0.0014992648314769708,0.6207097000038009,0.5486406119832676,0.5305801229569012,0.521292572249427,28.43089866638184
2015-04-27,0.01354693228981324,0.014338882055400848,0.01359750446239949,0.015662826445065975,0.1563445632438975,0.0006015818302715081,0.007886214753047405,0.002097277064636971,0.5342143127145658,0.5549147052055721,0.534854400013528,0.3699828444428626,28.05721092224121
2015-04-28,0.012836729155254578,0.011251953392250547,0.013050354865017127,0.012270962659778062,0.11243090578979222,0.0006689115556022251,0.007997422654108632,0.0025683976778606288,0.514902122764836,0.5590214574707404,0.5391852074289042,0.40602313964778125,27.9704818725586
2015-04-29,0.011627317457286901,0.01045310447583278,0.012250015638044426,0.01074159863200655,0.0980835182570103,0.0008083634258886918,0.008135316887587979,0.002875551447492214,0.481546227546444,0.5608631500762381,0.5430585686488885,0.39817474112407913,27.822790145874023
2015-04-30,0.0065055956591189845,0.008554342560497002,0.0072356535333508165,0.009958833435520814,0.15302804115392377,0.0007933540232801239,0.00818683732934955,0.0026490850077780514,0.356605710130857,0.556832415530653,0.5452627419904773,0.3365103868110402,27.19733238220215
2015-05-01,0.007475570923914127,0.0045842743293351695,0.00606373724033149,0.006727533872264768,0.10998587855557797,0.000998673987066545,0.00822648825133468,0.002539706234886252,0.38037830968780134,0.5545945591807037,0.5465294472412472,0.4327199608953733,27.315784454345703
2015-05-04,0.008157379052895042,0.006780054193021023,0.007509238593022632,0.006920210802295268,0.10469235424652008,0.0011839827510629897,0.008319427926003292,0.0025078863309363486,0.3974758314179568,0.5534865977681789,0.5472969285154126,0.42803350457276573,27.399045944213867
2015-05-05,0.004180141538950577,0.005142239510873253,0.005459394706186005,0.006587028647086074,0.077530764575348,0.0011460436982801137,0.008387111662669616,0.0020874338363535694,0.3060463937583852,0.5484215529951895,0.546786859919423,0.35355199244862184,26.91335105895996
2015-05-06,0.0009496864241760328,0.0016579081417691932,0.0013230075583146317,0.0035684993084880434,0.11991930603187413,0.0008592221167801062,0.00835705750466803,0.0013889016380679575,0.24222925828105296,0.5410921345837669,0.5447522331893083,0.3645534810365068,26.51885223388672
2015-05-07,0.0037743178701235003,0.0021677065239924243,0.001817093854077051,0.0008630254437607676,0.09090982449061934,0.000734571073758683,0.00831252347857575,0.0010350551597428925,0.31833137307122744,0.5383818588131142,0.5425230573039904,0.4637392278822169,26.8637924194336
2015-05-08,0.006578691713081619,0.005218541038908869,0.007770611045634479,0.0060692671563806755,0.07631228565664717,0.0007431178495679869,0.008225477093696726,0.0009910722991025855,0.3870737339197227,0.5393003463554705,0.5409435507746795,0.46281028267877744,27.20625877380371
2015-05-11,0.005292154306894475,0.0054473433375696045,0.006778339283027707,0.005916703753678032,0.05061932620536615,0.0006835022030979576,0.00808362635362525,0.0008245850253788267,0.3581906033594045,0.5387884839798618,0.5395663511449348,0.39640182910237204,27.049148559570312
