Date,Close,High,Low,Open,Volume,SMA20,SMA50,EMA20,RSI,MACD,MACD_SIGNAL,Returns
2015-03-16,0.04570172337613518,0.043609769417585376,0.04477147412752308,0.044489874969627724,0.1686294020057082,0.04636210807121896,0.032314672166109365,0.04080217505716496,0.4327439862852419,0.48510035759919734,0.49418979166084037,0.5620768462927537
2015-03-17,0.048652000150092384,0.04694245827642621,0.04876239675975716,0.047329006203268076,0.26832122129849173,0.046304025131086946,0.03286273996623007,0.0410374788779406,0.5025793793987744,0.48577255520755536,0.49022814884064575,0.5851091296814399
2015-03-18,0.050670635451985,0.04952989657978796,0.04979603112733133,0.04887508495412346,0.36208370432815223,0.0462856446455929,0.033546705771795055,0.04145323133238954,0.5457406724819108,0.4879506177607637,0.48754470943692474,0.5630923480222357
2015-03-19,0.049301394336496385,0.04965649406954811,0.05127473929151363,0.051334799428545574,0.23401135721256705,0.04621580208305784,0.03420106357987707,0.041691789300532495,0.5054030940126238,0.4882006942272116,0.48545374412911135,0.4873987821740506
2015-03-20,0.04704277369866405,0.04846119251866424,0.048058989592378615,0.05063202395245861,0.3846178144637636,0.045951131676531254,0.03476223886834362,0.04168065211775948,0.44247618720299065,0.4861280534589301,0.4833186141668458,0.46727887600600354
2015-03-23,0.04889199760589147,0.047687771847652494,0.05001138310738426,0.049043772651900325,0.18070787456656945,0.045525453544570826,0.03523840056821459,0.04185640949759353,0.4869194247900003,0.485997385681249,0.4815813612696505,0.5596659655959799
2015-03-24,0.04815792196187363,0.04795491277046465,0.050068775894723666,0.049198349479009,0.1486762970669857,0.04512256307382201,0.035695240207943235,0.041941658686938915,0.4658138520760593,0.485038888609099,0.4799777406559946,0.5013340425026364
2015-03-25,0.04348542528732069,0.046239353421848206,0.0455035841328999,0.048228543542309404,0.2724809698577815,0.044724820830680245,0.03613513471792035,0.041549236151294244,0.34683353115722826,0.4798587602175883,0.477539278584958,0.4126305621856425
2015-03-26,0.04469945948335852,0.04351132829188467,0.04438384972481016,0.04291568542583976,0.2456160093395272,0.04427046765167075,0.03657182012543497,0.04131618901104214,0.3795331515495358,0.4767868723074993,0.4749032425280376,0.5458425963973366
2015-03-27,0.04330194273589441,0.04325820514871018,0.04482888821460737,0.045459680714893924,0.19279358605072644,0.04388742777702129,0.03699123510900293,0.040964896321736305,0.346143125102925,0.4730252310164159,0.4719552794232372,0.48571524699132423
2015-03-30,0.04770625116168853,0.04564878678952586,0.046393698998822785,0.044728825139812245,0.24250195615449965,0.043687452967862056,0.03759459877181154,0.04108966181796811,0.4584239246288071,0.47404572361093805,0.4698245569874493,0.6196746851453632
2015-03-31,0.04496763561225803,0.04577529368398092,0.04691046805822088,0.04759604319780647,0.2095378737176412,0.043324998429004696,0.0381643263922711,0.0409273334595216,0.39215399089820147,0.4723011992035307,0.467730816414555,0.4559973769332714
2015-04-01,0.04471360335927599,0.0438488516693481,0.045101673662849534,0.04581109134848349,0.19986930453031565,0.04300960005391022,0.03864645752596846,0.04075493650620643,0.3861631631534097,0.47067120678266944,0.46569221074146344,0.5119662625080711
2015-04-02,0.04622399235731364,0.04446752145476185,0.046666424735352346,0.046106194391078825,0.14458169881735733,0.04292946103616105,0.03913593657304004,0.04075074168525794,0.425308569388107,0.4707551492953356,0.46408005181575757,0.5524467157359775
2015-04-06,0.04908962403323519,0.04720966359537224,0.04686742906349467,0.04531912410249536,0.1773141357087531,0.04298460249264316,0.03960097886647221,0.04103492201679726,0.4937752172434141,0.473414234965578,0.46338350454311594,0.5829845774616298
2015-04-07,0.04719806545713057,0.04806746625528169,0.04923619146296193,0.04977466337369399,0.16295671847761495,0.04290152893466043,0.04000808169821923,0.04110194934255482,0.4426146750130977,0.47373152835933596,0.4628970474657319,0.47543746106905027
2015-04-08,0.04661931793115748,0.04564881610974142,0.04778626088327906,0.04725879590383819,0.17820386519018955,0.04298166668997022,0.04039918648881627,0.041104433094552056,0.42716852763020785,0.4734051287310548,0.46243506967499376,0.5046919533036439
2015-04-09,0.047974427290587984,0.04590187902421136,0.04734117263595336,0.04725874040908806,0.14631838232439193,0.04329927244024151,0.04093847004864218,0.041242859172004515,0.46228653710007195,0.4743379440746297,0.46227357674486186,0.548549214368211
2015-04-10,0.048736717967284376,0.04678779736496444,0.048202537785155375,0.04739929915344138,0.19701716875180564,0.04349409965301343,0.041308384023609174,0.04144470661645738,0.4819123604118123,0.475707227422597,0.462449837514364,0.5349605286447526
2015-04-13,0.04838379978147411,0.04870024765521325,0.05014058292179316,0.05080066042888656,0.17185927796346712,0.04373377186705335,0.04156270234574885,0.041591864721796656,0.4706512595241751,0.4763880264609375,0.4627427164845633,0.5098702511707068
2015-04-14,0.047607413708297935,0.04690029148579017,0.04913567338761235,0.04887510085927671,0.10051968888423841,0.04383302295389099,0.04185276904726393,0.041646986479226655,0.445221201310499,0.4761362997894674,0.4629208653233855,0.5003363332978069
2015-04-15,0.04828505928695864,0.04667536071857245,0.04927930022720364,0.04804591334221847,0.1231959451500201,0.04381391214724181,0.04211310142093469,0.04176495711680395,0.4658802704600874,0.4764800018818279,0.4631400562986368,0.5330850222052826
2015-04-16,0.04742389479729339,0.04663310775852955,0.04942278875297848,0.04786312015438127,0.11923822835907429,0.04364481723542979,0.04235439993370621,0.04178515153613094,0.43558894285900285,0.4758859712534354,0.4631828947286477,0.49842008403638166
2015-04-17,0.045419391251458885,0.045283155789344026,0.047054060206327936,0.046837102529629054,0.2744670671765501,0.04344263694475273,0.04252540895980375,0.04160198429724979,0.36921728029269885,0.47352357874770484,0.4626901709157628,0.47248903226957106
2015-04-20,0.04944251797932664,0.04806742942622608,0.04807331248629654,0.04686518745932414,0.24220318604756763,0.04356761907011089,0.042756844625212426,0.041840557240893056,0.4936899774630573,0.4752877936796313,0.4626895469855547,0.6097375122107889
2015-04-21,0.048468481239087896,0.048179910538775295,0.05022669119775333,0.05042115985174975,0.14599657927970078,0.043545561730054444,0.04299794832463419,0.04195852517225898,0.4612859529370056,0.4757175729302018,0.46278492154788153,0.4960224104072586
2015-04-22,0.05088239363538674,0.04912210501090314,0.0497242688948778,0.04886104839778552,0.18034461223391196,0.043687456123960355,0.04326684937282932,0.04230783912657199,0.5272006978753948,0.47817999612370693,0.4634105302632764,0.5720192265184594
2015-04-23,0.05236460396032405,0.051301731597428485,0.05233705024527113,0.050702288388830924,0.2337573368132812,0.04414989648934814,0.04349798257170567,0.04277283670348467,0.56412023787828,0.48135903427449817,0.4646201863501912,0.5506444725077096
2015-04-24,0.05322571997055167,0.0515970655450588,0.05390186720357193,0.053780414663155224,0.22556419181040865,0.044593956369241905,0.0436611360283366,0.0432800848444759,0.5850167192380852,0.4844980976019451,0.4662881628854798,0.5367216396697887
2015-04-27,0.05657128595877445,0.055112602945965955,0.05665821936745502,0.05633846768624759,0.5705864120145068,0.04528504280352008,0.043848158919304964,0.04407522927667734,0.6580289918723463,0.4898309227302999,0.468812172767159,0.591005881004625
2015-04-28,0.05362098494509848,0.057095350836360914,0.05438999723547533,0.05936036718514637,0.7151661365800562,0.04559309062558811,0.043953302615425516,0.044498161354449006,0.550307735703279,0.4910924839746094,0.47111280550234175,0.45437264146821216
2015-04-29,0.05091066926736226,0.0529470425817766,0.05256679594145483,0.053316612912753775,0.34968013830292,0.045902612345579435,0.04397777594520644,0.04460844669651079,0.4651505941126358,0.4893683188747811,0.4725686907519303,0.45859839013517845
2015-04-30,0.04598403126109274,0.04879867215049227,0.04722632097000337,0.05118015935503434,0.48004195943175765,0.045968778053552095,0.04386991342256347,0.044213136517916835,0.3396570842351446,0.4833077008238992,0.4723814167062806,0.4085917626076539
2015-05-01,0.05134820831148931,0.0508939201002456,0.048259937370454226,0.04761010499247828,0.31760841768324183,0.0462356545728162,0.043885019628432054,0.04439453665117818,0.4674466989949023,0.4832833038165525,0.47222615506760074,0.6399959540364693
