Date,Close,High,Low,Open,Volume
2015-01-02,24.192604064941406,24.659506182275138,23.75446781268404,24.648441478964468,212818400
2015-01-05,23.511056900024414,24.042130522942855,23.32518206053304,23.962469395093265,257142000
2015-01-06,23.513275146484375,23.772173022582894,23.152586716885562,23.575233439406734,263188400
2015-01-07,23.84297752380371,23.942553088747736,23.610632287952324,23.721272554884127,160423600
2015-01-08,24.759082794189453,24.816616214984087,24.053197237023646,24.170477357014917,237458000
2015-01-09,24.785629272460938,25.06001661969672,24.387323697250732,24.931673524547186,214798000
2015-01-12,24.174894332885742,24.922821806083213,24.075318784383448,24.91618366128122,198603200
2015-01-13,24.38954734802246,24.96045168588844,24.09967031003242,24.657296664253337,268367600
2015-01-14,24.296600341796875,24.449282743613015,24.008935007427194,24.128426683785232,195826400
2015-01-15,23.637189865112305,24.354138422379428,23.601785852626346,24.340862128726783,240056000
2015-01-16,23.453521728515625,23.80535863149471,23.278709915973817,23.683653670789532,314053200
2015-01-20,24.057621002197266,24.11294113817059,23.566377924636292,23.862893043099756,199599600
2015-01-21,24.241289138793945,24.57542161180635,23.958048567472943,24.10851943514098,194303600
2015-01-22,24.8719425201416,24.887432096320072,24.27891037922168,24.39840211898583,215185600
2015-01-23,25.000276565551758,25.17066184134601,24.67941876430255,24.849805728333372,185859200
2015-01-26,25.026826858520508,25.30564079070656,24.960443714443343,25.168446258435488,222460000
2015-01-27,24.15056037902832,24.889638333300006,24.126219382172156,24.876360351591465,382274800
2015-01-28,25.51586151123047,26.137661049350434,25.51586151123047,26.02923235653945,585908400
2015-01-29,26.310270309448242,26.37444190221186,25.571192041271978,25.739365812368437,337745600
2015-01-30,25.92523765563965,26.553673791689143,25.85663951700988,26.199625145447378,334982000
2015-02-02,26.250511169433594,26.370002869616926,25.68624677706615,26.122169732854424,250956400
2015-02-03,26.25493812561035,26.35230042157659,26.0248061463723,26.221745704792397,207662800
2015-02-04,26.4563045501709,26.666522105734966,26.179703836194584,26.221747684954753,280598800
2015-02-05,26.6451358795166,26.70956070561401,26.49184916587451,26.662906901105913,168984800
2015-02-06,26.420761108398438,26.714004163225805,26.314126499870483,26.662908024891667,174826400
2015-02-09,26.59626007080078,26.62291744894482,26.309681391456404,26.336340464499866,155559200
2015-02-10,27.107219696044922,27.136100789446896,26.694014977515135,26.696235296315404,248034000
2015-02-11,27.742576599121094,27.75146295792522,27.213850962022807,27.27383176532612,294247200
2015-02-12,28.09357452392578,28.320172390844654,27.89585774106676,28.004712648563466,297898000
2015-02-13,28.231313705444336,28.27574380069617,27.913633609185215,28.27574380069617,217088800
2015-02-17,28.397932052612305,28.631194314145105,28.19577119996392,28.32239884896467,252609600
2015-02-18,28.595643997192383,28.60897268589637,28.313507657029223,28.353495418040563,179566800
2015-02-19,28.535663604736328,28.664513254672688,28.50900622536984,28.54232794957795,149449600
2015-02-20,28.768924713134766,28.768924713134766,28.446802295850947,28.573428232665083,195793600
2015-02-23,29.546459197998047,29.546459197998047,28.80446622417137,28.884441738043602,283896400
2015-02-24,29.362077713012695,29.679759521946426,29.139923834524474,29.5331371485924,276912400
2015-02-25,28.61119270324707,29.235447865976322,28.469014375568225,29.226559813734614,298846800
2015-02-26,28.973310470581055,29.073279044996656,28.12690467616986,28.611198538351825,365150000
2015-02-27,28.537891387939453,29.00663625092877,28.489017258922594,28.880006901257964,248059200
2015-03-02,28.67784881591797,28.94221252397708,28.50234871003829,28.713394256789744,192386800
2015-03-03,28.737825393676758,28.773370827213807,28.455689023399984,28.648965199633246,151265200
2015-03-04,28.5556583404541,28.78225624796574,28.506787605303753,28.680067361107007,126665200
2015-03-05,28.082473754882812,28.602313038496664,27.93807338891241,28.564547284367382,226068400
2015-03-06,28.12467384338379,28.740039191507673,28.04914235660361,28.52454971055372,291368400
2015-03-09,28.2446346282959,28.784470137068023,27.782554307182497,28.42680068057535,354114000
2015-03-10,27.660381317138672,28.262418155621695,27.502652258634235,28.082474047098263,275426400
2015-03-11,27.156085968017578,27.718134933579027,27.127206577874272,27.713692602364425,275756000
2015-03-12,27.647048950195312,27.747019210467062,27.02057509311064,27.171639795275006,193450800
2015-03-13,27.45600128173828,27.858101016618875,27.231627050037343,27.635947103719044,207309200
2015-03-16,27.758127212524414,27.758127212524414,27.296048420518424,27.520422623715213,143497200
2015-03-17,28.222423553466797,28.28462635641722,27.913629856749154,27.96916831579764,204092400
2015-03-18,28.540103912353516,28.693390603335025,28.073581190335037,28.213537498470796,261083600
2015-03-19,28.324621200561523,28.713390511157467,28.30240615036455,28.60231356527291,183238000
2015-03-20,27.969173431396484,28.524556428562374,27.804780037116988,28.491234702958103,274780400
2015-03-23,28.26019287109375,28.402371208638087,28.106906162375846,28.240199836860707,150838800
2015-03-24,28.144668579101562,28.444574208412945,28.11578749716998,28.26463184776562,131369200
2015-03-25,27.409339904785156,28.173549649385247,27.409339904785156,28.111346845968825,206620800
2015-03-26,27.60039710998535,27.74257545518956,27.236064888537122,27.27161032228796,190291600
2015-03-27,27.380464553833008,27.702586988271232,27.304933051374206,27.673707595254548,158184800
2015-03-30,28.07358741760254,28.080251763054054,27.54708209323727,27.55819046558957,188398800
2015-03-31,27.642601013183594,28.10023735860415,27.627050312947922,28.01137548801493,168362400
2015-04-01,27.602622985839844,27.795897495381485,27.347145653429575,27.729250645222354,162485600
2015-04-02,27.84031867980957,27.893635125916244,27.589285455112197,27.77589386393518,128880400
2015-04-06,28.29129409790039,28.32683952951182,27.62039017777961,27.651491582989873,148776000
